flt,mjd,fluxcal,fluxcalerr,processing
g,57327.086,14.70466,2.4516973,raw
g,57331.191,20.092604,1.8432052,raw
g,57339.202,33.10845,2.0851095,raw
g,57345.255,25.780373,2.1881723,raw
g,57356.135,19.294582,2.2240016,raw
g,57365.196,13.944685,1.2440221,raw
g,57372.127,9.03347,1.6174257,raw
i,57331.216,28.095482,2.4453664,raw
i,57339.211,41.255188,2.0955138,raw
i,57345.286,56.647995,2.6377256,raw
i,57349.244,60.01515,4.271158,raw
i,57356.144,47.44901,1.7653372,raw
i,57365.221,38.348446,1.1765028,raw
i,57372.153,28.808784,2.3114545,raw
i,57387.108,22.61524,1.4632629,raw
i,57397.091,12.803741,2.1589923,raw
i,57404.045,12.839637,2.0623858,raw
i,57425.087,19.31055,2.7898073,raw
r,57329.195,11.343984,2.1166465,raw
r,57339.132,47.25661,2.2339952,raw
r,57345.264,49.226173,1.91663,raw
r,57356.079,42.74066,1.3055205,raw
r,57365.205,30.119068,1.0795618,raw
r,57372.137,19.861979,1.8330493,raw
r,57378.046,30.72699,3.2013702,raw
r,57385.171,16.636787,2.0351734,raw
r,57389.163,10.335385,1.9492459,raw
r,57402.11,8.858376,1.384786,raw
r,57426.118,9.019982,2.6436996,raw
z,57331.24,15.065988,2.7690198,raw
z,57339.235,38.25286,3.7884734,raw
z,57346.046,51.711388,2.5690918,raw
z,57355.251,58.337257,2.79771,raw
z,57359.22,57.873985,13.953823,raw
z,57365.136,46.875175,1.6327548,raw
z,57372.176,43.62344,2.9100363,raw
z,57378.143,31.934591,2.79639,raw
z,57387.132,35.425972,2.3084102,raw
z,57394.097,27.3214,3.7131083,raw
z,57401.076,23.978127,1.794783,raw
z,57406.117,21.99601,3.2373695,raw
z,57426.072,18.403736,3.5882773,raw
g,57327.086,14.916687280184409,2.0947411369831817,gp
g,57327.540959595965,15.483924439338532,1.9462647866135208,gp
g,57327.99591919192,16.070875223554165,1.829220032623792,gp
g,57328.45087878788,16.677202594262646,1.7375260972564102,gp
g,57328.90583838384,17.302591537284396,1.6657833524969055,gp
g,57329.3607979798,17.946747974947233,1.6103077330204199,gp
g,57329.81575757576,18.60939770055805,1.5698469920926172,gp
g,57330.27071717172,19.29028533362306,1.5458346739597502,gp
g,57330.72567676768,19.989173293873616,1.5420642951978583,gp
g,57331.18063636364,20.705840792772747,1.5636826172925438,gp
g,57331.6355959596,21.43920277482265,1.6134111284398873,gp
g,57332.09055555556,22.184417711422274,1.6834483270023006,gp
g,57332.54551515152,22.935638837249932,1.7635872546568934,gp
g,57333.000474747474,23.687011731778718,1.845053966983548,gp
g,57333.455434343436,24.432662959513582,1.9209429155556152,gp
g,57333.9103939394,25.16668866409444,1.986142406406858,gp
g,57334.36535353536,25.883143111410043,2.0370898671120212,gp
g,57334.82031313131,26.576027165655663,2.0715272211496254,gp
g,57335.275272727275,27.23927668230426,2.0883177634866303,gp
g,57335.730232323236,27.866750801477313,2.0873370861918477,gp
g,57336.1851919192,28.452220125703892,2.0694340442065027,gp
g,57336.64015151515,28.989354765261787,2.036453467562778,gp
g,57337.09511111111,29.47171223460226,1.991309050655223,gp
g,57337.550070707075,29.892725182757605,1.938084822107687,gp
g,57338.00503030303,30.24568894092233,1.882119016799531,gp
g,57338.45998989899,30.523748869678844,1.8299783738474222,gp
g,57338.91494949495,30.719887488380827,1.7891699446655536,gp
g,57339.369909090914,30.82704725257706,1.767302453073745,gp
g,57339.82486868687,30.84437528339861,1.766148234178093,gp
g,57340.27982828283,30.779840363038623,1.779371729614614,gp
g,57340.73478787879,30.641914101564318,1.8000101801194477,gp
g,57341.18974747475,30.438907592901046,1.8219994654491514,gp
g,57341.64470707071,30.17898677618949,1.8407439549627442,gp
g,57342.09966666667,29.870187585589278,1.8533656595845,gp
g,57342.55462626263,29.520430909555394,1.8587866673989901,gp
g,57343.009585858585,29.137537380142174,1.8577530890851146,gp
g,57343.464545454546,28.729242012838345,1.8528421513095605,gp
g,57343.91950505051,28.30320871732062,1.8484274942216279,gp
g,57344.37446464647,27.867044699045547,1.850512714535675,gp
g,57344.82942424242,27.428314771795446,1.8662932717008878,gp
g,57345.284383838385,26.994555245511634,1.9033201692700699,gp
